,index,Name,Street1,Street2,Street3,City,CountrySubdivisionCode,Income,Population,Male Pop (%),White (%),Black (%),Asian (%),Hispanic (%),Employed (%),Travel Time to Work (mins),Median Age,Age <18 (%),Latitude,Longitude,target search add,Cafe within 1 mile,Is Dunkin within 1 mile radius
198,226,NJ Alexander Hamilton Travel Plaza,"NJ Turnpike, Milemarker 111.6 S",,,Secaucus,NJ,99883.0,19279.0,48.65,61.47,3.06,30.06,16.88,52.17,30.0,46.5,18.9,40.769983,-74.065173,"NJ Turnpike, Milemarker 111.6 S,Secaucus,NJ",Dunkin' Donuts,Dunkin' Donuts
199,227,"Secaucus, Harmon Meadow",700 Plaza Drive,,The Plaza at the Meadows,Secaucus,NJ,99883.0,19279.0,48.65,61.47,3.06,30.06,16.88,52.17,30.0,46.5,18.9,40.787551,-74.045812,"700 Plaza Drive,Secaucus,NJ",Cosi,Dunkin' Donuts
200,228,Sewell Washington Center,304 Greentree Road,,Washington Center,Mantua,NJ,93601.0,15110.0,46.27,93.61,2.68,2.57,3.23,53.96,,43.5,22.91,39.7500755,-75.0765598,"304 Greentree Road,Mantua,NJ",Starbucks,Dunkin' Donuts
201,229,Target Mantua T-2384,675 Woodbury Glassboro Rd,,,Mantua,NJ,93601.0,15110.0,46.27,93.61,2.68,2.57,3.23,53.96,,43.5,22.91,39.76458780000001,-75.1313698,"675 Woodbury Glassboro Rd,Mantua,NJ",Dunkin' Donuts,Dunkin' Donuts
202,230,The Mall at Short Hills,1200 Morris Turnpike,,The Mall at Short Hills,Millburn,NJ,202862.0,20387.0,49.7,71.59,3.1,20.93,4.43,44.87,37.0,44.1,32.55,40.7408743,-74.3642457,"1200 Morris Turnpike,Millburn,NJ",Au Bon Pain,Dunkin' Donuts
203,231,Shrewsbury,551 Route 35,,The Grove,Shrewsbury,NJ,122321.0,4051.0,44.31,96.94,0.59,1.58,1.78,45.79,,46.4,25.72,40.3332923,-74.0615838,"551 Route 35,Shrewsbury,NJ",Dunkin' Donuts,Dunkin' Donuts
204,233,"Sicklerville, NJ",611 Berlin Cross Keys Rd.,,,Winslow,NJ,76640.0,39317.0,49.13,53.43,35.73,2.37,10.65,50.16,33.0,42.9,23.79,39.7356836,-75.00829329999999,"611 Berlin Cross Keys Rd.,Winslow,NJ",Dunkin' Donuts,Dunkin' Donuts
205,234,Target Gloucester T-2181,1615 Berlin Cross Keys Rd,,,Winslow,NJ,76640.0,39317.0,49.13,53.43,35.73,2.37,10.65,50.16,33.0,42.9,23.79,39.747435,-74.99421099999999,"1615 Berlin Cross Keys Rd,Winslow,NJ",Dunkin' Donuts,Dunkin' Donuts
206,235,Somers Point,55 Bethel Road,,Ocean Heights Plaza,Somers Point,NJ,52397.0,10644.0,45.02,77.39,13.8,5.67,10.7,50.94,,45.8,21.35,39.3311673,-74.59509109999999,"55 Bethel Road,Somers Point,NJ",Dunkin' Donuts,Dunkin' Donuts
207,236,Somerset,120 Cedar Grove Lane,,Cedar Grove Shopping Center,Franklin,NJ,57232.0,4849.0,47.64,94.04,4.62,0.72,7.34,51.8,,43.1,20.97,40.5215248,-74.5213283,"120 Cedar Grove Lane,Franklin,NJ",Mi Amore,Dunkin' Donuts
208,241,Somerville Town Ctr.,"145 W. Main St, unit A-1",Unit A1,,Somerville,NJ,72731.0,12234.0,50.23,71.08,9.6,11.24,21.78,53.83,,39.3,19.57,40.5691873,-74.615887,"145 W. Main St, unit A-1,Somerville,NJ",Dunkin' Donuts,Dunkin' Donuts
209,242,Cheesequake Travel Plaza,Garden State Parkway Mile Post 124,PO Box 307,,South Amboy,NJ,65074.0,8811.0,51.84,88.12,5.95,3.72,13.74,52.08,29.0,46.5,16.87,40.466341,-74.289289,"Garden State Parkway Mile Post 124,South Amboy,NJ",QuickChek,Dunkin' Donuts
210,243,"Sayreville, NJ",957 Route 9 N,,,South Amboy,NJ,65074.0,8811.0,51.84,88.12,5.95,3.72,13.74,52.08,29.0,46.5,16.87,40.46216889999999,-74.2952177,"957 Route 9 N,South Amboy,NJ",QuickChek,Dunkin' Donuts
211,244,Target South Brunswick NJ T-2256,4190 Rt 1 N,,,South Brunswick,NJ,113815.0,45602.0,48.98,44.81,8.99,42.34,6.84,51.27,36.0,47.2,25.8,40.3808926,-74.57604959999999,"4190 Rt 1 N,South Brunswick,NJ",Dunkin' Donuts,Dunkin' Donuts
212,245,South Orange,11 Sloan Street,,,South Orange Village,NJ,121637.0,16503.0,48.32,63.52,26.6,5.04,6.56,48.21,33.0,34.2,20.44,40.745752,-74.2605277,"11 Sloan Street,South Orange Village,NJ",Starbucks,Dunkin' Donuts
213,246,Target South Plainfield T-1929,5000 Hadley Center Dr,,,South Plainfield,NJ,91889.0,24154.0,49.88,61.9,11.16,16.88,16.51,51.83,30.0,45.2,21.26,40.5481466,-74.4265485,"5000 Hadley Center Dr,South Plainfield,NJ",Panera Bread,Dunkin' Donuts
214,247,Acme - Wall Township #780,2007 Route 35,,,Spring Lake,NJ,88679.0,2980.0,51.51,99.4,0.0,0.6,0.0,42.48,,55.6,20.5,40.1533698,-74.05538059999999,"2007 Route 35,Spring Lake,NJ",Manhattan Bagel,Dunkin' Donuts
215,248,Summit,2 Beechwood Road,,,Summit,NJ,132443.0,22155.0,49.29,81.2,3.53,7.72,15.6,46.88,31.0,40.6,28.6,40.7170907,-74.3578007,"2 Beechwood Road,Summit,NJ",The Grand Summit Hotel,Dunkin' Donuts
216,249,Jersey Shore Premium Outlets,1 Premium Outlet Blvd.,,,Tinton Falls,NJ,79206.0,17902.0,44.89,79.26,8.84,5.5,5.07,48.73,,52.4,18.27,40.2243495,-74.0948707,"1 Premium Outlet Blvd.,Tinton Falls,NJ",Auntie Anne's Pretzels,Dunkin' Donuts
217,250,Ocean County Mall,1201 HOOPER AVE,1072,Ocean County Mall,Toms River,NJ,76051.0,91415.0,48.5,88.23,3.2,4.19,8.35,48.26,,46.1,20.74,39.9804225,-74.17923139999999,"1201 HOOPER AVE,Toms River,NJ",Auntie Anne's,Dunkin' Donuts
218,251,Stop & Shop-Toms River #811,353 Route 37 East,,,Toms River,NJ,76051.0,91415.0,48.5,88.23,3.2,4.19,8.35,48.26,,46.1,20.74,39.9582017,-74.1720825,"353 Route 37 East,Toms River,NJ",Starbucks,Dunkin' Donuts
219,252,Toms River Route 9,2360 Lakewood Rd,,,Toms River,NJ,76051.0,91415.0,48.5,88.23,3.2,4.19,8.35,48.26,,46.1,20.74,40.04480960000001,-74.2241174,"2360 Lakewood Rd,Toms River,NJ",McDonald's,Dunkin' Donuts
220,253,Richard Stockton Travel Plaza,200 Uncle Petes Rd,,,Trenton,NJ,35524.0,84867.0,51.38,39.62,50.48,1.43,35.96,40.45,24.0,35.3,25.18,40.17796209999999,-74.6311681,"200 Uncle Petes Rd,Trenton,NJ",Starbucks,Dunkin' Donuts
221,254,5340 Route 42 Turnersville,5340 Route 42,,,Washington,NJ,91149.0,48119.0,48.4,87.04,5.55,4.44,3.92,51.29,30.0,42.7,21.42,39.75499,-75.04659699999999,"5340 Route 42,Washington,NJ",Dunkin',Dunkin'
222,260,Target Turnersville T-1132,4001 Black Horse Pike,,,Washington,NJ,91149.0,48119.0,48.4,87.04,5.55,4.44,3.92,51.29,30.0,42.7,21.42,39.7327433,-75.0397582,"4001 Black Horse Pike,Washington,NJ",Starbucks,Dunkin' Donuts
223,266,Kean University-Thompson Library,1000 Morris Ave,,,Union,NJ,79324.0,58499.0,48.31,49.04,30.6,10.41,16.34,51.51,29.0,47.6,18.22,40.6764579,-74.2284791,"1000 Morris Ave,Union,NJ",Rock 'n' Joe Union,Dunkin' Donuts
224,268,Rt. 22 - Center Island,2698 Route 22 East,,,Union,NJ,79324.0,58499.0,48.31,49.04,30.6,10.41,16.34,51.51,29.0,47.6,18.22,40.6887724,-74.3071921,"2698 Route 22 East,Union,NJ",Barnes & Noble,Dunkin' Donuts
225,270,Target Union T-2141,2235 Springfield Ave,,,Union,NJ,79324.0,58499.0,48.31,49.04,30.6,10.41,16.34,51.51,29.0,47.6,18.22,40.7170884,-74.2855479,"2235 Springfield Ave,Union,NJ",Starbucks,Dunkin' Donuts
226,272,Acme - Vernon #2820,530 CR-515,,,Vernon,NJ,90805.0,22572.0,48.99,93.23,2.48,0.6,9.66,55.6,,44.2,20.38,41.1949089,-74.48306029999999,"530 CR-515,Vernon,NJ",Dunkin' Donuts,Dunkin' Donuts
227,273,Vineland Cumberland Mall,3849 S. Delsea Road,Space #A0013,Cumberland Mall,Vineland,NJ,51113.0,60824.0,46.94,69.68,14.37,1.37,39.06,44.75,,41.7,23.65,39.4318915,-75.03796539999999,"3849 S. Delsea Road,Vineland,NJ",Starbucks,Dunkin' Donuts
228,274,"Cedar Hill Shopping Center,Voorhees",148 Route 73,,Cedar Hill Shopping Center,Voorhees,NJ,85199.0,29386.0,48.59,66.72,10.33,19.2,4.39,45.72,30.0,48.1,20.26,39.8349607,-74.9251701,"148 Route 73,Voorhees,NJ",Starbucks,
229,275,Warren,4 Mount Bethel Rd,,,Warren,NJ,154647.0,15998.0,48.73,78.87,0.79,18.11,5.67,48.57,30.0,47.4,22.77,40.6162946,-74.4943925,"4 Mount Bethel Rd,Warren,NJ",Starbucks,Dunkin' Donuts
230,276,Target Watchung,1515 US Highway 22,,,Watchung,NJ,121678.0,5961.0,46.87,80.07,1.04,14.86,13.22,43.05,,44.4,24.14,40.64043220000001,-74.4225373,"1515 US Highway 22,Watchung,NJ",The Honey Baked Ham Company,Dunkin' Donuts
231,277,Berdan Ave & Hamburg Turnpike,1118 Hamburg Turnpike,,,Wayne,NJ,108092.0,55154.0,47.17,87.06,1.79,8.2,12.06,49.6,28.0,44.5,20.51,40.9607283,-74.240186,"1118 Hamburg Turnpike,Wayne,NJ",Nirvana Organics cafe,Dunkin' Donuts
232,278,Macy's - Willowbrook,1100 Willowbrook Blvd,,Willowbrook Mall,Wayne,NJ,108092.0,55154.0,47.17,87.06,1.79,8.2,12.06,49.6,28.0,44.5,20.51,40.8874524,-74.254992,"1100 Willowbrook Blvd,Wayne,NJ",The Fine Grind - A Coffee Bar,Dunkin' Donuts
233,279,Paterson-Hamburg Tpke - Wayne,183 Hamburg Turnpike,,,Wayne,NJ,108092.0,55154.0,47.17,87.06,1.79,8.2,12.06,49.6,28.0,44.5,20.51,40.9447034,-74.2050466,"183 Hamburg Turnpike,Wayne,NJ",Starbucks,Dunkin' Donuts
234,280,Wayne Rt. 23,1606 Route 23 North,,,Wayne,NJ,108092.0,55154.0,47.17,87.06,1.79,8.2,12.06,49.6,28.0,44.5,20.51,40.9391421,-74.26898589999999,"1606 Route 23 North,Wayne,NJ",Panera Bread,Dunkin' Donuts
235,281,Wayne West Belt Plaza,57 state route 23,,,Wayne,NJ,108092.0,55154.0,47.17,87.06,1.79,8.2,12.06,49.6,28.0,44.5,20.51,40.8899432,-74.25026679999999,"57 state route 23,Wayne,NJ",The Fine Grind - A Coffee Bar,Dunkin' Donuts
236,282,Willowbrook Mall Food Court,1400 Willowbrook Mall,,Willowbrook Mall,Wayne,NJ,108092.0,55154.0,47.17,87.06,1.79,8.2,12.06,49.6,28.0,44.5,20.51,40.8887069,-74.2593816,"1400 Willowbrook Mall,Wayne,NJ",The Fine Grind - A Coffee Bar,Dunkin' Donuts
237,283,West Caldwell,546 Passaic Ave.,,,West Caldwell,NJ,105931.0,10932.0,46.53,90.92,1.2,7.02,5.31,49.35,27.0,46.5,20.02,40.8488896,-74.296948,"546 Passaic Ave.,West Caldwell,NJ",Panera Bread,Dunkin' Donuts
238,284,West New York,55-1 Riverwalk Place,,,West New York,NJ,50477.0,53345.0,49.82,59.53,3.39,6.2,76.95,51.22,36.0,36.4,20.9,40.782952,-74.0071569,"55-1 Riverwalk Place,West New York,NJ",PIER i CAFE,Dunkin' Donuts
239,285,Westfield,117 Central Avenue,,,Westfield,NJ,159923.0,30591.0,47.75,85.27,3.48,6.28,7.6,47.46,37.0,42.6,28.92,40.6520818,-74.3469368,"117 Central Avenue,Westfield,NJ",Starbucks,Dunkin' Donuts
240,286,Westwood Avenue,102 Westwood Avenue,104,Meisel Building,Westwood,NJ,95685.0,11246.0,46.51,78.53,6.89,8.8,16.57,52.86,,43.4,22.88,40.9920857,-74.0316888,"102 Westwood Avenue,Westwood,NJ",Rolling Pin Cafe,Dunkin' Donuts
241,287,NJ Grover Cleveland Travel Plaza,Mile Marker 92.9,,,Woodbridge,NJ,83266.0,101639.0,51.15,56.96,11.54,24.58,18.87,49.69,30.0,45.3,20.43,40.556982,-74.2632034,"Mile Marker 92.9,Woodbridge,NJ",Dunkin' Donuts,Dunkin' Donuts
242,288,Thomas Edison Travel Plza,"New Jersey Turnpike, Mile Post 92.9 S",,,Woodbridge,NJ,83266.0,101639.0,51.15,56.96,11.54,24.58,18.87,49.69,30.0,45.3,20.43,40.5595154,-74.26481009999999,"New Jersey Turnpike, Mile Post 92.9 S,Woodbridge,NJ",Dunkin' Donuts,Dunkin' Donuts
243,289,Woodbridge Mall,250 Woodbridge Center Drive,,Woodbridge Center,Woodbridge,NJ,83266.0,101639.0,51.15,56.96,11.54,24.58,18.87,49.69,30.0,45.3,20.43,40.55594860000001,-74.3015106,"250 Woodbridge Center Drive,Woodbridge,NJ",Panera Bread,Dunkin' Donuts
244,290,Acme - Woodcliff Lake #1069,520 Chestnut Ridge Rd,,,Woodcliff Lake,NJ,161250.0,5868.0,47.67,89.83,2.66,6.51,1.57,49.54,,46.3,24.4,41.0430812,-74.0709523,"520 Chestnut Ridge Rd,Woodcliff Lake,NJ",Panera Bread,Dunkin' Donuts
245,291,Wyckoff,325 Franklin Avenue,,,Wyckoff,NJ,147463.0,17231.0,47.07,92.51,0.59,5.2,3.4,44.07,28.0,44.9,25.53,41.0116048,-74.1677595,"325 Franklin Avenue,Wyckoff,NJ",McDonald's,Dunkin' Donuts
246,292,Woodrow Wilson Travel Plaza - N6,"Mile post 57.8-North, NJ Turnpike",,,Hamilton,NJ,73415.0,89206.0,47.35,76.41,13.88,4.79,14.89,52.41,24.0,45.4,19.43,40.1773554,-74.6309009,"Mile post 57.8-North, NJ Turnpike,Hamilton,NJ",Starbucks,Dunkin' Donuts
